Gene ID	source_id	Product Description
TGME49_226690	TGME49_226690-t26_1	hypothetical protein
TGME49_226700	TGME49_226700-t26_1	nuclease, putative
TGME49_226705	TGME49_226705-t26_1	hypothetical protein
TGME49_226710	TGME49_226710-t26_1	hypothetical protein
TGME49_226720	TGME49_226720-t26_1	translin family protein
TGME49_226730	TGME49_226730-t26_1	aconitate hydratase ACN/IRP
TGME49_226740	TGME49_226740-t26_1	zinc finger, C3HC4 type (RING finger) domain-containing protein
TGME49_226755	TGME49_226755-t26_1	3'5'-cyclic nucleotide phosphodiesterase PDE18
TGME49_226780	TGME49_226780-t26_1	zinc finger, C3HC4 type (RING finger) domain-containing protein
TGME49_226790	TGME49_226790-t26_1	ABC transporter, ATP-binding domain-containing protein
TGME49_226800	TGME49_226800-t26_1	eukaryotic glutathione synthase, atp binding domain-containing protein
TGME49_226810	TGME49_226810-t26_1	histone lysine methyltransferase SET1
TGME49_226820	TGME49_226820-t26_1	hypothetical protein
TGME49_226825	TGME49_226825-t26_1	protein phosphatase inhibitor protein
TGME49_226830	TGME49_226830-t26_1	DnaK family protein
TGME49_226840	TGME49_226840-t26_1	hypothetical protein
TGME49_226850	TGME49_226850-t26_1	TBC domain-containing protein TBC15
TGME49_226860	TGME49_226860-t26_1	SAG-related sequence SRS67
TGME49_226870	TGME49_226870-t26_1	tubulin gamma chain
TGME49_226880	TGME49_226880-t26_1	hypothetical protein
TGME49_226890	TGME49_226890-t26_1	origin recognition complex subunit 3, putative
TGME49_226900	TGME49_226900-t26_1	hypothetical protein
TGME49_226910	TGME49_226910-t26_1	Amylo-alpha-1,6-glucosidase
TGME49_226920	TGME49_226920-t26_1	hypothetical protein
TGME49_226925	TGME49_226925-t26_1	hypothetical protein
TGME49_226930	TGME49_226930-t26_1	hypothetical protein
TGME49_226940	TGME49_226940-t26_1	ubiquitin carboxyl-terminal hydrolase
TGME49_226950	TGME49_226950-t26_1	IgA-specific metalloendopeptidase
TGME49_226960	TGME49_226960-t26_1	phosphofructokinase PFKII
TGME49_226970	TGME49_226970-t26_1	ribosomal protein RPS11
TGME49_226980	TGME49_226980-t26_1	hypothetical protein
TGME49_226985	TGME49_226985-t26_1	hypothetical protein
TGME49_226990	TGME49_226990-t26_1	hypothetical protein
TGME49_227000	TGME49_227000-t26_1	hypothetical protein
TGME49_227010	TGME49_227010-t26_1	rhoptry kinase family protein ROP30
TGME49_227015	TGME49_227015-t26_1	hypothetical protein
TGME49_227020	TGME49_227020-t26_1	histone deacetylase SIR2
TGME49_227030	TGME49_227030-t26_1	hypothetical protein
TGME49_227040	TGME49_227040-t26_1	hypothetical protein
TGME49_227050	TGME49_227050-t26_1	ATPase/histidine kinase/DNA gyrase B/HSP90 domain-containing protein
TGME49_227060	TGME49_227060-t26_1	hypothetical protein
TGME49_227070	TGME49_227070-t26_1	hypothetical protein
TGME49_227080	TGME49_227080-t26_1	hypothetical protein
TGME49_227090	TGME49_227090-t26_1	aspartokinase
TGME49_227100	TGME49_227100-t26_1	glutaredoxin 5
TGME49_227115	TGME49_227115-t26_1	hypothetical protein
TGME49_227130	TGME49_227130-t26_1	hypothetical protein
TGME49_227140	TGME49_227140-t26_1	hypothetical protein
TGME49_227150	TGME49_227150-t26_1	glutaredoxin 4
TGME49_227260	TGME49_227260-t26_1	RIO1 family protein
TGME49_227270	TGME49_227270-t26_1	hypothetical protein
TGME49_227275	TGME49_227275-t26_1	hypothetical protein
TGME49_227280	TGME49_227280-t26_1	dense granule protein GRA3
TGME49_227290	TGME49_227290-t26_1	histone deacetylase HDAC3
TGME49_227300	TGME49_227300-t26_1	hypothetical protein
TGME49_227310	TGME49_227310-t26_1	hypothetical protein
TGME49_227320	TGME49_227320-t26_1	hypothetical protein
TGME49_227330	TGME49_227330-t26_1	hypothetical protein
TGME49_227335	TGME49_227335-t26_1	hypothetical protein
TGME49_227350	TGME49_227350-t26_1	hypothetical protein
TGME49_227360	TGME49_227360-t26_1	ribosomal protein RPL3
TGME49_227370	TGME49_227370-t26_1	hydrolase CocE/NonD family protein
TGME49_227380	TGME49_227380-t26_1	hypothetical protein
TGME49_227390	TGME49_227390-t26_1	hypothetical protein
TGME49_227400	TGME49_227400-t26_1	hypothetical protein
TGME49_227410	TGME49_227410-t26_1	hypothetical protein
TGME49_227420	TGME49_227420-t26_1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
TGME49_227430	TGME49_227430-t26_1	transmembrane amino acid transporter protein
TGME49_227440	TGME49_227440-t26_1	WD domain, G-beta repeat-containing protein
TGME49_227450	TGME49_227450-t26_1	hydrolase, NUDIX family protein
TGME49_227560	TGME49_227560-t26_1	IWS1 transcription factor, putative
TGME49_227570	TGME49_227570-t26_1	transmembrane amino acid transporter protein
TGME49_227580	TGME49_227580-t26_1	transmembrane amino acid transporter protein
TGME49_227590	TGME49_227590-t26_1	hypothetical protein
TGME49_227600	TGME49_227600-t26_1	ribosomal protein RPL34
TGME49_227610	TGME49_227610-t26_1	hypothetical protein
TGME49_227615	TGME49_227615-t26_1	hypothetical protein
TGME49_227620	TGME49_227620-t26_1	dense granule protein GRA2
TGME49_227630	TGME49_227630-t26_1	hypothetical protein
TGME49_227640	TGME49_227640-t26_1	hypothetical protein
TGME49_227650	TGME49_227650-t26_1	microtubule-associated protein EB1
TGME49_227660	TGME49_227660-t26_1	DNA methyltransferase DNMTa
TGME49_227780	TGME49_227780-t26_1	hypothetical protein
TGME49_227790	TGME49_227790-t26_1	glycosyltransferase, group 1 family protein
TGME49_227800	TGME49_227800-t26_1	Eps15-like protein
TGME49_227810	TGME49_227810-t26_1	rhoptry kinase family protein ROP11 (incomplete catalytic triad)
TGME49_227820	TGME49_227820-t26_1	hypothetical protein
TGME49_227830	TGME49_227830-t26_1	mitochondrial inner membrane translocase TIM44, putative
TGME49_227840	TGME49_227840-t26_1	Memo family protein
TGME49_227850	TGME49_227850-t26_1	peptidyl-prolyl cis-trans isomerase, cyclophilin-type domain-containing protein
TGME49_227860	TGME49_227860-t26_1	hypothetical protein
TGME49_227870	TGME49_227870-t26_1	Tim10/DDP family zinc finger superfamily protein
TGME49_227875	TGME49_227875-t26_1	hypothetical protein
TGME49_227880	TGME49_227880-t26_1	hypothetical protein
TGME49_227890	TGME49_227890-t26_1	hypothetical protein
TGME49_227900	TGME49_227900-t26_1	AP2 domain transcription factor AP2X-1
TGME49_227910	TGME49_227910-t26_1	cytochrome b-c1 complex subunit 8
TGME49_227920	TGME49_227920-t26_1	hypothetical protein
TGME49_227930	TGME49_227930-t26_1	hypothetical protein
TGME49_227940	TGME49_227940-t26_1	hypothetical protein
TGME49_227948	TGME49_227948-t26_1	peptidase M16 inactive domain-containing protein
TGME49_227952	TGME49_227952-t26_1	14-3-3 superfamily protein
TGME49_227960	TGME49_227960-t26_1	PCI domain-containing protein
TGME49_227970	TGME49_227970-t26_1	histone family DNA-binding protein
TGME49_227980	TGME49_227980-t26_1	hypothetical protein
TGME49_227990	TGME49_227990-t26_1	hypothetical protein
TGME49_227995	TGME49_227995-t26_1	hypothetical protein
TGME49_228000	TGME49_228000-t26_1	splicing factor 3A subunit 2, putative
TGME49_228010	TGME49_228010-t26_1	hypothetical protein
TGME49_228020	TGME49_228020-t26_1	hypothetical protein
TGME49_228030	TGME49_228030-t26_1	hypothetical protein
TGME49_228040	TGME49_228040-t26_1	PPIC-type PPIASE domain-containing protein
TGME49_228050	TGME49_228050-t26_1	hypothetical protein
TGME49_228060	TGME49_228060-t26_1	hypothetical protein
TGME49_228065	TGME49_228065-t26_1	hypothetical protein
TGME49_228070	TGME49_228070-t26_1	hypothetical protein
TGME49_228075	TGME49_228075-t26_1	tRNA-Gly
TGME49_228080	TGME49_228080-t26_1	dihydrouridine synthase (dus) protein
TGME49_228100	TGME49_228100-t26_1	hypothetical protein
TGME49_228110	TGME49_228110-t26_1	transmembrane protein TMEM14C
TGME49_228120	TGME49_228120-t26_1	hypothetical protein
TGME49_228130	TGME49_228130-t26_1	hypothetical protein
TGME49_228140	TGME49_228140-t26_1	hypothetical protein
TGME49_228145	TGME49_228145-t26_1	hypothetical protein
TGME49_228150	TGME49_228150-t26_1	hypothetical protein
TGME49_228160	TGME49_228160-t26_1	acid phosphatase
TGME49_228170	TGME49_228170-t26_1	dense granule protein GRA44
TGME49_228175	TGME49_228175-t26_1	hypothetical protein
TGME49_228180	TGME49_228180-t26_1	cytochrome C oxidase assembly factor COX15, putative
TGME49_228190	TGME49_228190-t26_1	eukaryotic initiation factor-3, subunit 5, putative
TGME49_228200	TGME49_228200-t26_1	vacuolar (h+)-atpase g subunit protein
TGME49_228210	TGME49_228210-t26_1	26S proteasome regulatory subunit
TGME49_228220	TGME49_228220-t26_1	MYND finger domain-containing protein
TGME49_228230	TGME49_228230-t26_1	hypothetical protein
TGME49_228240	TGME49_228240-t26_1	hypothetical protein
TGME49_228250	TGME49_228250-t26_1	elongation factor Tu GTP binding domain-containing protein
TGME49_228270	TGME49_228270-t26_1	hypothetical protein
TGME49_228280	TGME49_228280-t26_1	hypothetical protein
TGME49_228290	TGME49_228290-t26_1	serine hydrolase ASH1
TGME49_228300	TGME49_228300-t26_1	CCDC25 protein
TGME49_228310	TGME49_228310-t26_1	hypothetical protein
TGME49_228320	TGME49_228320-t26_1	hypothetical protein
TGME49_228330	TGME49_228330-t26_1	NLI interacting factor family phosphatase
TGME49_228340	TGME49_228340-t26_1	hypothetical protein
TGME49_228350	TGME49_228350-t26_1	elongation factor Tu GTP binding domain-containing protein
TGME49_228360	TGME49_228360-t26_1	peptidyl-prolyl isomerase FKBP12, putative
TGME49_228370	TGME49_228370-t26_1	hypothetical protein
TGME49_228380	TGME49_228380-t26_1	hypothetical protein
TGME49_228390	TGME49_228390-t26_1	hypothetical protein
TGME49_228395	TGME49_228395-t26_1	hypothetical protein
TGME49_228400	TGME49_228400-t26_1	WD domain, G-beta repeat-containing protein
TGME49_228410	TGME49_228410-t26_1	Tubulin-tyrosine ligase family protein
TGME49_228420	TGME49_228420-t26_1	protein kinase, cAMP-dependent, catalytic chain
TGME49_228430	TGME49_228430-t26_1	hypothetical protein
TGME49_228440	TGME49_228440-t26_1	hypothetical protein
TGME49_228460	TGME49_228460-t26_1	hypothetical protein
TGME49_228470	TGME49_228470-t26_1	ribosomal protein RPL15
TGME49_228480	TGME49_228480-t26_1	hypothetical protein
TGME49_228490	TGME49_228490-t26_1	protein BCP1, putative
TGME49_228500	TGME49_228500-t26_1	3'5'-cyclic nucleotide phosphodiesterase PDE14
TGME49_228510	TGME49_228510-t26_1	hypothetical protein
TGME49_228620	TGME49_228620-t26_1	hypothetical protein
TGME49_228630	TGME49_228630-t26_1	hypothetical protein
TGME49_228640	TGME49_228640-t26_1	hypothetical protein
TGME49_228660	TGME49_228660-t26_1	Sec7 domain-containing protein
TGME49_228670	TGME49_228670-t26_1	hypothetical protein
TGME49_228680	TGME49_228680-t26_1	mitochondrial carrier superfamily protein
TGME49_228690	TGME49_228690-t26_1	phosphatidylinositol 3- and 4-kinase
TGME49_228710	TGME49_228710-t26_1	hypothetical protein
TGME49_228720	TGME49_228720-t26_1	hypothetical protein
TGME49_228730	TGME49_228730-t26_1	hypothetical protein
TGME49_228750	TGME49_228750-t26_1	calcium dependent protein kinase CDPK7
TGME49_228760	TGME49_228760-t26_1	hypothetical protein
TGME49_228770	TGME49_228770-t26_1	hypothetical protein
TGME49_228780	TGME49_228780-t26_1	Toxoplasma gondii family C protein
TGME49_228980	TGME49_228980-t26_1	hypothetical protein
TGME49_228990	TGME49_228990-t26_1	zinc finger (CCCH type) motif-containing protein
TGME49_229000	TGME49_229000-t26_1	kelch repeat-containing protein
TGME49_229005	TGME49_229005-t26_1	hypothetical protein
TGME49_229010	TGME49_229010-t26_1	rhoptry neck protein RON4
TGME49_229020	TGME49_229020-t26_1	CDK-related protein kinase CRK5
TGME49_229030	TGME49_229030-t26_1	signal peptidase complex subunit 2, putative
TGME49_229140	TGME49_229140-t26_1	MaoC family domain-containing protein
TGME49_229150	TGME49_229150-t26_1	transporter, major facilitator family protein
TGME49_229160	TGME49_229160-t26_1	palmitoyltransferase DHHC12
TGME49_229170	TGME49_229170-t26_1	formate/nitrite transporter FNT3
TGME49_229180	TGME49_229180-t26_1	HEAT repeat-containing protein
TGME49_229190	TGME49_229190-t26_1	hypothetical protein
TGME49_229200	TGME49_229200-t26_1	cyclin CYC1
TGME49_229210	TGME49_229210-t26_1	small nuclear ribonucleoprotein polypeptide A', putative
TGME49_229220	TGME49_229220-t26_1	hypothetical protein
TGME49_229230	TGME49_229230-t26_1	hypothetical protein
TGME49_229240	TGME49_229240-t26_1	hypothetical protein
TGME49_229250	TGME49_229250-t26_1	ribosomal protein RPL28
TGME49_229260	TGME49_229260-t26_1	basal complex component BCC4
TGME49_229270	TGME49_229270-t26_1	hypothetical protein
TGME49_229280	TGME49_229280-t26_1	hypothetical protein
TGME49_229290	TGME49_229290-t26_1	kelch repeat-containing protein
TGME49_229300	TGME49_229300-t26_1	hypothetical protein
TGME49_229310	TGME49_229310-t26_1	mediator complex subunit MED14
TGME49_229320	TGME49_229320-t26_1	Cof family hydrolase subfamily protein
TGME49_229330	TGME49_229330-t26_1	Cof family hydrolase subfamily protein
TGME49_229340	TGME49_229340-t26_1	hypothetical protein
TGME49_229350	TGME49_229350-t26_1	HEAT repeat-containing protein
TGME49_229360	TGME49_229360-t26_1	transaldolase
TGME49_229370	TGME49_229370-t26_1	AP2 domain transcription factor AP2VIII-1
TGME49_229380	TGME49_229380-t26_1	hypothetical protein
TGME49_229390	TGME49_229390-t26_1	hypothetical protein
TGME49_229405	TGME49_229405-t26_1	3'5'-cyclic nucleotide phosphodiesterase PDE4
TGME49_229420	TGME49_229420-t26_1	cytochrome c, putative
TGME49_229440	TGME49_229440-t26_1	zinc finger, C3HC4 type (RING finger) domain-containing protein
TGME49_229450	TGME49_229450-t26_1	hypothetical protein
TGME49_229460	TGME49_229460-t26_1	SWI2/SNF2-containing protein
TGME49_229470	TGME49_229470-t26_1	hypothetical protein
TGME49_229480	TGME49_229480-t26_1	calcium binding protein precursor, putative
TGME49_229490	TGME49_229490-t26_1	tetratricopeptide repeat-containing protein
TGME49_229500	TGME49_229500-t26_1	hypothetical protein
TGME49_229620	TGME49_229620-t26_1	hypothetical protein
TGME49_229630	TGME49_229630-t26_1	eIF2 kinase IF2K-A (incomplete catalytic triad)
TGME49_229640	TGME49_229640-t26_1	apical cap protein AC8
TGME49_229650	TGME49_229650-t26_1	josephin protein
TGME49_229660	TGME49_229660-t26_1	hypothetical protein
TGME49_229670	TGME49_229670-t26_1	ribosomal protein RPS23
TGME49_229680	TGME49_229680-t26_1	hypothetical protein
TGME49_229690	TGME49_229690-t26_1	autophagy-related protein 7 atg7, putative
TGME49_229700	TGME49_229700-t26_1	hypothetical protein
TGME49_229710	TGME49_229710-t26_1	OTU domain-containing protein OTUD3B
TGME49_229720	TGME49_229720-t26_1	hypothetical protein
TGME49_229730	TGME49_229730-t26_1	hypothetical protein
TGME49_229740	TGME49_229740-t26_1	hypothetical protein
TGME49_229750	TGME49_229750-t26_1	hypothetical protein
TGME49_229760	TGME49_229760-t26_1	hypothetical protein
TGME49_229770	TGME49_229770-t26_1	hypothetical protein
TGME49_229780	TGME49_229780-t26_1	GHMP kinase, N-terminal domain-containing protein
TGME49_229790	TGME49_229790-t26_1	hypothetical protein
TGME49_229800	TGME49_229800-t26_1	hypothetical protein
TGME49_229900	TGME49_229900-t26_1	hypothetical protein
TGME49_229910	TGME49_229910-t26_1	EF hand domain-containing protein
TGME49_229915	TGME49_229915-t26_1	dynein regulatory complex protein 9, putative
TGME49_229920	TGME49_229920-t26_1	cytochrome c oxidase subunit ApiCOX35
TGME49_229930	TGME49_229930-t26_1	p25-alpha family protein
TGME49_229940	TGME49_229940-t26_1	cyclophilin, putative
TGME49_229950	TGME49_229950-t26_1	26S proteasome regulatory subunit 6b, putative
TGME49_229960	TGME49_229960-t26_1	tRNA-Arg
TGME49_229970	TGME49_229970-t26_1	tRNA-Arg
TGME49_229980	TGME49_229980-t26_1	tRNA-His
TGME49_229990	TGME49_229990-t26_1	T-complex protein 1 subunit alpha, putative
TGME49_230000	TGME49_230000-t26_1	hypothetical protein
TGME49_230010	TGME49_230010-t26_1	hypothetical protein
TGME49_230020	TGME49_230020-t26_1	kinesin motor domain-containing protein
TGME49_230030	TGME49_230030-t26_1	WD domain, G-beta repeat-containing protein
TGME49_230040	TGME49_230040-t26_1	hypothetical protein
TGME49_230050	TGME49_230050-t26_1	50S ribosomal protein L3, putative
TGME49_230060	TGME49_230060-t26_1	acetyltransferase, GNAT family protein
TGME49_230070	TGME49_230070-t26_1	BolA family protein
TGME49_230080	TGME49_230080-t26_1	DEAD/DEAH box helicase domain-containing protein
TGME49_230100	TGME49_230100-t26_1	ER membrane protein complex subunit 3, putative
TGME49_230110	TGME49_230110-t26_1	hypothetical protein
TGME49_230118	TGME49_230118-t26_1	hypothetical protein
TGME49_230122	TGME49_230122-t26_1	hypothetical protein
TGME49_230130	TGME49_230130-t26_1	hypothetical protein
TGME49_230135	TGME49_230135-t26_1	Kinesin-associated protein
TGME49_230140	TGME49_230140-t26_1	vacuolar protein sorting-associated protein 9
TGME49_230150	TGME49_230150-t26_1	ChAPs (Chs5p-Arf1p-binding proteins) protein
TGME49_230160	TGME49_230160-t26_1	hypothetical protein
TGME49_230170	TGME49_230170-t26_1	hypothetical protein
TGME49_230180	TGME49_230180-t26_1	dense granule protein GRA24
TGME49_230190	TGME49_230190-t26_1	hypothetical protein
TGME49_230200	TGME49_230200-t26_1	hypothetical protein
TGME49_230205	TGME49_230205-t26_1	hypothetical protein
TGME49_230210	TGME49_230210-t26_1	alveolin domain containing intermediate filament IMC10
TGME49_230220	TGME49_230220-t26_1	vacuolar protein sorting-associated protein 11
TGME49_230230	TGME49_230230-t26_1	pre-mRNA polyadenylation factor FIP1
TGME49_230340	TGME49_230340-t26_1	apical annuli protein AAP4
TGME49_230350	TGME49_230350-t26_1	rhoptry neck protein RON11
TGME49_230380	TGME49_230380-t26_1	protein translocation complex, SEC61 gamma subunit
TGME49_230400	TGME49_230400-t26_1	hypothetical protein
TGME49_230410	TGME49_230410-t26_1	peroxiredoxin PRX3
TGME49_230420	TGME49_230420-t26_1	sarco/endoplasmic reticulum Ca2+-ATPase
TGME49_230430	TGME49_230430-t26_1	vesicle-associated membrane protein, putative
TGME49_230440	TGME49_230440-t26_1	CHY zinc finger domain-containing protein
TGME49_230450	TGME49_230450-t26_1	bifunctional GMP synthase/glutamine amidotransferase protein
TGME49_230460	TGME49_230460-t26_1	Dpy-30 motif protein
TGME49_230470	TGME49_230470-t26_1	rhoptry kinase family protein ROP46, putative
TGME49_230480	TGME49_230480-t26_1	hypothetical protein
TGME49_230490	TGME49_230490-t26_1	phosphatidylinositol-4-phosphate 5-kinase
TGME49_230500	TGME49_230500-t26_1	hypothetical protein
TGME49_230510	TGME49_230510-t26_1	hypothetical protein
TGME49_230520	TGME49_230520-t26_1	cyclophilin 1, putative
TGME49_230535	TGME49_230535-t26_1	hypothetical protein
TGME49_230555	TGME49_230555-t26_1	adenylate and guanylate cyclase catalytic domain-containing protein
TGME49_230570	TGME49_230570-t26_1	transporter, major facilitator family protein
TGME49_230580	TGME49_230580-t26_1	hypothetical protein
TGME49_230590	TGME49_230590-t26_1	chitobiosyldiphosphodolichol beta-mannosyltransferase
TGME49_230598	TGME49_230598-t26_1	hypothetical protein
TGME49_230602	TGME49_230602-t26_1	hypothetical protein
TGME49_230605	TGME49_230605-t26_1	hypothetical protein
TGME49_230610	TGME49_230610-t26_1	transmembrane protein TMEM222
TGME49_230630	TGME49_230630-t26_1	hypothetical protein
TGME49_230640	TGME49_230640-t26_1	hypothetical protein
TGME49_230650	TGME49_230650-t26_1	hypothetical protein
TGME49_230660	TGME49_230660-t26_1	hypothetical protein
TGME49_230663	TGME49_230663-t26_1	hypothetical protein
TGME49_230667	TGME49_230667-t26_1	hypothetical protein
TGME49_230670	TGME49_230670-t26_1	Tubulin-tyrosine ligase family protein
TGME49_230690	TGME49_230690-t26_1	phosphatidate phosphatase LIPIN
TGME49_230700	TGME49_230700-t26_1	hypothetical protein
TGME49_230705	TGME49_230705-t26_1	hypothetical protein
TGME49_230710	TGME49_230710-t26_1	cell division protein CDC48
TGME49_230820	TGME49_230820-t26_1	cell division control protein CDC50.1
TGME49_230830	TGME49_230830-t26_1	ATPase family associated with various cellular activities (AAA) domain-containing protein
TGME49_230840	TGME49_230840-t26_1	hypothetical protein
TGME49_230850	TGME49_230850-t26_1	transverse sutures component TSC3
TGME49_230860	TGME49_230860-t26_1	hypothetical protein
TGME49_230870	TGME49_230870-t26_1	hypothetical protein
TGME49_230880	TGME49_230880-t26_1	hypothetical protein
TGME49_230890	TGME49_230890-t26_1	PHD-finger domain-containing protein
TGME49_230900	TGME49_230900-t26_1	hypothetical protein
TGME49_230905	TGME49_230905-t26_1	hydrolase, alpha/beta fold family protein
TGME49_230910	TGME49_230910-t26_1	hypothetical protein
TGME49_230920	TGME49_230920-t26_1	AP-2 complex subunit mu
TGME49_230940	TGME49_230940-t26_1	hypothetical protein
TGME49_230950	TGME49_230950-t26_1	hypothetical protein
TGME49_230960	TGME49_230960-t26_1	splicing factor 3b, subunit 3, putative
TGME49_230970	TGME49_230970-t26_1	hypothetical protein
TGME49_230980	TGME49_230980-t26_1	myosin I
TGME49_230990	TGME49_230990-t26_1	hypothetical protein
TGME49_231000	TGME49_231000-t26_1	START domain-containing protein
TGME49_231010	TGME49_231010-t26_1	general transcription factor IIE polypeptide 1 GTF2E1
TGME49_231020	TGME49_231020-t26_1	hypothetical protein
TGME49_231030	TGME49_231030-t26_1	protein ARV1, putative
TGME49_231040	TGME49_231040-t26_1	3' exoribonuclease family, domain 1 domain-containing protein
TGME49_231050	TGME49_231050-t26_1	hypothetical protein
TGME49_231055	TGME49_231055-t26_1	hypothetical protein
TGME49_231060	TGME49_231060-t26_1	subtilisin SUB9
TGME49_231070	TGME49_231070-t26_1	protein kinase
TGME49_231080	TGME49_231080-t26_1	ribosomal protein RPL38
TGME49_231090	TGME49_231090-t26_1	hypothetical protein
TGME49_231100	TGME49_231100-t26_1	hypothetical protein
TGME49_231110	TGME49_231110-t26_1	COPI associated protein
TGME49_231120	TGME49_231120-t26_1	ribosomal protein S11, putative
TGME49_231125	TGME49_231125-t26_1	hypothetical protein
TGME49_231130	TGME49_231130-t26_1	hypothetical protein
TGME49_231140	TGME49_231140-t26_1	ribosomal protein RPS25
TGME49_231150	TGME49_231150-t26_1	hypothetical protein
TGME49_231160	TGME49_231160-t26_1	hypothetical protein
TGME49_231170	TGME49_231170-t26_1	structural maintenance of chromosomes protein SMC4, putative
TGME49_231175	TGME49_231175-t26_1	hypothetical protein
TGME49_231180	TGME49_231180-t26_1	hypothetical protein
TGME49_231190	TGME49_231190-t26_1	arsenite-activated ATPase family protein
TGME49_231200	TGME49_231200-t26_1	hypothetical protein
TGME49_231210	TGME49_231210-t26_1	sarcalumenin/eps15 family protein
TGME49_231215	TGME49_231215-t26_1	hypothetical protein
TGME49_231220	TGME49_231220-t26_1	hypothetical protein
TGME49_231230	TGME49_231230-t26_1	hypothetical protein
TGME49_231280	TGME49_231280-t26_1	WD domain, G-beta repeat-containing protein
TGME49_231350	TGME49_231350-t26_1	glucosamine-fructose-6-phosphate aminotransferase
TGME49_231360	TGME49_231360-t26_1	hypothetical protein
TGME49_231370	TGME49_231370-t26_1	patatin-like phospholipase PL2
TGME49_231380	TGME49_231380-t26_1	DNA-directed RNA polymerase II RPB4
TGME49_231390	TGME49_231390-t26_1	hypothetical protein
TGME49_231400	TGME49_231400-t26_1	tubulin/FtsZ family, GTPase domain-containing protein
TGME49_231410	TGME49_231410-t26_1	ATP synthase F0 subunit b-like protein
TGME49_231420	TGME49_231420-t26_1	folate/biopterin transporter, putative
TGME49_231430	TGME49_231430-t26_1	oligosaccharyl transferase stt3 protein, putative
TGME49_231440	TGME49_231440-t26_1	LsmAD domain-containing protein
TGME49_231450	TGME49_231450-t26_1	hypothetical protein
TGME49_231460	TGME49_231460-t26_1	hypothetical protein
TGME49_231470	TGME49_231470-t26_1	hypothetical protein
TGME49_231480	TGME49_231480-t26_1	GCN1, putative
TGME49_231590	TGME49_231590-t26_1	SGS domain-containing protein
TGME49_231600	TGME49_231600-t26_1	HEAT repeat-containing protein
TGME49_231605	TGME49_231605-t26_1	hypothetical protein
TGME49_231610	TGME49_231610-t26_1	ATP:guanido phosphotransferase, C-terminal catalytic domain-containing protein
TGME49_231620	TGME49_231620-t26_1	hypothetical protein
TGME49_231625	TGME49_231625-t26_1	hypothetical protein
TGME49_231630	TGME49_231630-t26_1	alveolin domain containing intermediate filament IMC4
TGME49_231640	TGME49_231640-t26_1	alveolin domain containing intermediate filament IMC1
TGME49_231750	TGME49_231750-t26_1	hypothetical protein
TGME49_231770	TGME49_231770-t26_1	alpha-tubulin I, putative
TGME49_231780	TGME49_231780-t26_1	hypothetical protein
TGME49_231790	TGME49_231790-t26_1	hypothetical protein
TGME49_231800	TGME49_231800-t26_1	helicase, putative
TGME49_231815	TGME49_231815-t26_1	hypothetical protein
TGME49_231840	TGME49_231840-t26_1	preconoidal region protein PCR3
TGME49_231850	TGME49_231850-t26_1	serine-threonine phosophatase 2C (PP2C)
TGME49_231860	TGME49_231860-t26_1	hypothetical protein
TGME49_231865	TGME49_231865-t26_1	hypothetical protein
TGME49_231870	TGME49_231870-t26_1	peroxisome biogenesis protein PEX5
TGME49_231880	TGME49_231880-t26_1	hypothetical protein
TGME49_231890	TGME49_231890-t26_1	beta-ketoacyl-acyl carrier protein synthase III, putative
TGME49_231900	TGME49_231900-t26_1	acyl-CoA dehydrogenase domain-containing protein
TGME49_231910	TGME49_231910-t26_1	ATP synthase F1 gamma subunit
TGME49_231920	TGME49_231920-t26_1	oxidoreductase, short chain dehydrogenase/reductase family protein
TGME49_231930	TGME49_231930-t26_1	hypothetical protein
TGME49_231940	TGME49_231940-t26_1	ubiquitin-like modifier-activating enzyme UBA5
TGME49_231950	TGME49_231950-t26_1	hypothetical protein
TGME49_231960	TGME49_231960-t26_1	dense granule protein GRA28
TGME49_231970	TGME49_231970-t26_1	pre-mRNA processing splicing factor PRP8
TGME49_231980	TGME49_231980-t26_1	hypothetical protein
TGME49_231990	TGME49_231990-t26_1	hypothetical protein
TGME49_231991	TGME49_231991-t26_1	hypothetical protein
TGME49_231992	TGME49_231992-t26_1	hypothetical protein
TGME49_231994	TGME49_231994-t26_1	hypothetical protein
TGME49_231996	TGME49_231996-t26_1	hypothetical protein
TGME49_231998	TGME49_231998-t26_1	hypothetical protein
TGME49_232000	TGME49_232000-t26_1	dense granule protein GRA30
TGME49_232010	TGME49_232010-t26_1	protein phosphatase 2C domain-containing protein
TGME49_232020	TGME49_232020-t26_1	rhoptry neck protein RON12
TGME49_232030	TGME49_232030-t26_1	inner membrane complex protein IMC21
TGME49_232035	TGME49_232035-t26_1	hypothetical protein
TGME49_232040	TGME49_232040-t26_1	cell division control protein CDC50.2
TGME49_232050	TGME49_232050-t26_1	DnaJ domain-containing protein
TGME49_232060	TGME49_232060-t26_1	hypothetical protein
TGME49_232070	TGME49_232070-t26_1	tRNA-Pro
TGME49_232080	TGME49_232080-t26_1	hypothetical protein
TGME49_232085	TGME49_232085-t26_1	hypothetical protein
TGME49_232090	TGME49_232090-t26_1	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain-containing protein
TGME49_232100	TGME49_232100-t26_1	RAP domain-containing protein
TGME49_232110	TGME49_232110-t26_1	hypothetical protein
TGME49_232120	TGME49_232120-t26_1	hypothetical protein
